Calibration Info
gimbal_dphi_calib_rad,gimbal_dtheta_calib_rad
0.0,-0.19689069810571594

Index,dphi_rel_rad,dtheta_rel_rad,dphi_abs_rad,dtheta_abs_rad
33,-0.10606060606060606,8.566561574759309,-0.10606060606060606,-2.7144444520826467
34,-0.0984848484848485,8.566561574759309,-0.0984848484848485,-2.7144444520826467
35,-0.09090909090909091,8.566561574759309,-0.09090909090909091,-2.7144444520826467
36,-0.24242424242424246,8.625155324759309,-0.24242424242424246,-2.6558507020826463
37,-0.015151515151515154,8.625155324759309,-0.015151515151515154,-2.6558507020826463
38,-0.24242424242424246,8.859530324759309,-0.24242424242424246,-2.4214757020826467
39,-0.15151515151515152,8.859530324759309,-0.15151515151515152,-2.4214757020826467
40,-0.13636363636363638,8.859530324759309,-0.13636363636363638,-2.4214757020826467
41,-0.13636363636363638,9.09390532475931,-0.13636363636363638,-2.1871007020826454
42,-0.12121212121212123,9.09390532475931,-0.12121212121212123,-2.1871007020826454
43,-0.11363636363636365,9.09390532475931,-0.11363636363636365,-2.1871007020826454
44,-0.045454545454545456,9.09390532475931,-0.045454545454545456,-2.1871007020826454
45,-0.13636363636363638,9.152499074759309,-0.13636363636363638,-2.1285069520826467
46,-0.24242424242424246,14.55499814951862,-0.24242424242424246,3.2739921226766637
47,-0.17424242424242425,14.55499814951862,-0.17424242424242425,3.2739921226766637
48,-0.13636363636363638,14.55499814951862,-0.13636363636363638,3.2739921226766637
49,-0.13636363636363638,14.613591899518617,-0.13636363636363638,3.3325858726766624
50,-0.1287878787878788,14.613591899518617,-0.1287878787878788,3.3325858726766624
51,-0.15151515151515152,14.672185649518621,-0.15151515151515152,3.391179622676664
52,-0.15151515151515152,14.906560649518617,-0.15151515151515152,3.6255546226766624
53,-0.13636363636363638,14.906560649518617,-0.13636363636363638,3.6255546226766624
54,-0.196969696969697,14.965154399518621,-0.196969696969697,3.684148372676664
55,-0.0984848484848485,14.965154399518621,-0.0984848484848485,3.684148372676664
56,-0.07575757575757576,14.965154399518621,-0.07575757575757576,3.684148372676664
57,-0.05303030303030303,14.965154399518621,-0.05303030303030303,3.684148372676664
58,-0.045454545454545456,15.19952939951862,-0.045454545454545456,3.9185233726766624
59,-0.030303030303030307,15.19952939951862,-0.030303030303030307,3.9185233726766624
60,-0.13636363636363638,15.258123149518621,-0.13636363636363638,3.977117122676664
61,-0.1287878787878788,15.31671689951862,-0.1287878787878788,4.035710872676663
62,-0.12121212121212123,15.31671689951862,-0.12121212121212123,4.035710872676663
63,-0.060606060606060615,15.49249814951862,-0.060606060606060615,4.211492122676662
64,-0.12121212121212123,15.551091899518621,-0.12121212121212123,4.270085872676664
65,-0.14393939393939395,15.60968564951862,-0.14393939393939395,4.328679622676663
66,-0.13636363636363638,15.60968564951862,-0.13636363636363638,4.328679622676663
67,-0.060606060606060615,15.72687314951862,-0.060606060606060615,4.445867122676664
68,-0.13636363636363638,15.844060649518621,-0.13636363636363638,4.563054622676664
69,-0.24242424242424246,15.90265439951862,-0.24242424242424246,4.621648372676663
70,-0.060606060606060615,15.961248149518617,-0.060606060606060615,4.680242122676662
71,-0.05303030303030303,15.961248149518617,-0.05303030303030303,4.680242122676662
72,-0.24242424242424246,16.13702939951862,-0.24242424242424246,4.856023372676664
73,-0.24242424242424246,16.371404399518617,-0.24242424242424246,5.090398372676662
74,-0.15909090909090912,16.371404399518617,-0.15909090909090912,5.090398372676662
75,-0.09090909090909091,16.371404399518617,-0.09090909090909091,5.090398372676662
76,-0.14393939393939395,16.42999814951862,-0.14393939393939395,5.148992122676665
77,-0.13636363636363638,16.42999814951862,-0.13636363636363638,5.148992122676665
78,-0.24242424242424246,21.83249722427793,-0.24242424242424246,10.551491197435976
79,-0.18939393939393942,21.83249722427793,-0.18939393939393942,10.551491197435976
80,-0.16666666666666666,21.83249722427793,-0.16666666666666666,10.551491197435976
81,-0.13636363636363638,21.83249722427793,-0.13636363636363638,10.551491197435976
82,-0.1287878787878788,21.83249722427793,-0.1287878787878788,10.551491197435976
83,-0.06818181818181819,21.83249722427793,-0.06818181818181819,10.551491197435976
84,-0.1287878787878788,21.89109097427793,-0.1287878787878788,10.610084947435974
85,-0.1287878787878788,21.94968472427793,-0.1287878787878788,10.668678697435976
86,-0.1287878787878788,22.00827847427793,-0.1287878787878788,10.727272447435974
87,-0.1287878787878788,22.242653474277933,-0.1287878787878788,10.961647447435976
88,-0.1287878787878788,22.41843472427793,-0.1287878787878788,11.137428697435976
89,-0.1287878787878788,22.652809724277933,-0.1287878787878788,11.371803697435976
90,-0.13636363636363638,22.71140347427793,-0.13636363636363638,11.430397447435976
91,-0.05303030303030303,22.76999722427793,-0.05303030303030303,11.488991197435974
92,-0.13636363636363638,22.94577847427793,-0.13636363636363638,11.664772447435974
93,-0.11363636363636365,22.94577847427793,-0.11363636363636365,11.664772447435974
94,-0.05303030303030303,23.00437222427793,-0.05303030303030303,11.723366197435976
95,-0.1287878787878788,23.121559724277933,-0.1287878787878788,11.840553697435976
96,-0.05303030303030303,23.238747224277933,-0.05303030303030303,11.957741197435977
97,-0.045454545454545456,23.238747224277933,-0.045454545454545456,11.957741197435977
98,-0.12121212121212123,23.35593472427793,-0.12121212121212123,12.074928697435974
99,-0.11363636363636365,23.59030972427793,-0.11363636363636365,12.309303697435976
100,-0.24242424242424246,29.10999629903724,-0.24242424242424246,17.828990272195284
